rowID,studyID,authors,year,locality,country,continent,longitude,latitude,group,nspecies,trait,trait_synonym,variable_type,number_of_categories,trait_level1,trait_level2,trait_weight,trait_type,functional_significance,trait_source,spatial_extent,temporal_scale,temporal_scale_category,ITV,detection,trait_completeness,trait_imputation,trait_space_estimation,functional_metric,main_metric_group,metric_subgroup,topic_covered,comments
1933,Ding2021a,Ding Z.-F.; Liang J.-C.; Cai J.; Wei L.,2021,Lianzhou,China,Asia,112.45,24.9,all birds,76,body mass,body mass,continuous,1,morphology,body,NA,NA,"it correlates with resource use, trophic level, and extinction sensitivity","field observations, literature",local,1 season,1 season,NA,NA,NA,NA,NA,mean pairwise trait dissimilarity,functional diversity,alpha diversity,conservation,
1934,Ding2021a,Ding Z.-F.; Liang J.-C.; Cai J.; Wei L.,2021,Lianzhou,China,Asia,112.45,24.9,all birds,76,dispersal ability,dispersal ability,continuous,1,dispersal,mobility,NA,NA,"indicates species sensitivity to local resource scarcity, as species with higher dispersal ability can actively disperse to counter local food scarcity","field observations, literature",local,1 season,1 season,NA,NA,NA,NA,NA,mean pairwise trait dissimilarity,functional diversity,alpha diversity,conservation,
1935,Ding2021a,Ding Z.-F.; Liang J.-C.; Cai J.; Wei L.,2021,Lianzhou,China,Asia,112.45,24.9,all birds,76,bill length,bill length,continuous,1,morphology,bill,NA,NA,NA,"field observations, literature",local,1 season,1 season,NA,NA,NA,NA,NA,mean pairwise trait dissimilarity,functional diversity,alpha diversity,conservation,
1936,Ding2021a,Ding Z.-F.; Liang J.-C.; Cai J.; Wei L.,2021,Lianzhou,China,Asia,112.45,24.9,all birds,76,feeding guild,trophic guild,nominal,4,trophic,diet,NA,NA,NA,"field observations, literature",local,1 season,1 season,NA,NA,NA,NA,NA,mean pairwise trait dissimilarity,functional diversity,alpha diversity,conservation,
1937,Ding2021a,Ding Z.-F.; Liang J.-C.; Cai J.; Wei L.,2021,Lianzhou,China,Asia,112.45,24.9,all birds,76,foraging behavior,foraging method,nominal,4,trophic,foraging,NA,NA,NA,"field observations, literature",local,1 season,1 season,NA,NA,NA,NA,NA,mean pairwise trait dissimilarity,functional diversity,alpha diversity,conservation,
1938,Ding2021a,Ding Z.-F.; Liang J.-C.; Cai J.; Wei L.,2021,Lianzhou,China,Asia,112.45,24.9,all birds,76,foraging stratum,foraging stratum,nominal,5,trophic,foraging,NA,NA,NA,"field observations, literature",local,1 season,1 season,NA,NA,NA,NA,NA,mean pairwise trait dissimilarity,functional diversity,alpha diversity,conservation,
1939,Ding2013,Ding Z.-F.; Liang J.-C.; Cai J.; Wei L.,2013,Thousand Island Lake,China,Asia,118.8,30,all birds,77,body mass,body mass,continuous,1,morphology,body,NA,NA,related to the resource and/or energy requirements of individuals as well as the impacts of the species on other trophic levels,literature,local,8 seasons,2-10 seasons,NA,NA,Yes,No,convex hull,functional richness,functional diversity,alpha diversity,environmental drivers,
1940,Ding2013,Ding Z.-F.; Liang J.-C.; Cai J.; Wei L.,2013,Thousand Island Lake,China,Asia,118.8,30,all birds,77,feeding guild,trophic guild,nominal,4,trophic,diet,NA,NA,NA,literature,local,8 seasons,2-10 seasons,NA,NA,Yes,No,convex hull,functional richness,functional diversity,alpha diversity,environmental drivers,
1941,Ding2013,Ding Z.-F.; Liang J.-C.; Cai J.; Wei L.,2013,Thousand Island Lake,China,Asia,118.8,30,all birds,77,foraging behavior,foraging method,nominal,4,trophic,foraging,NA,NA,NA,literature,local,8 seasons,2-10 seasons,NA,NA,Yes,No,convex hull,functional richness,functional diversity,alpha diversity,environmental drivers,
1942,Ding2013,Ding Z.-F.; Liang J.-C.; Cai J.; Wei L.,2013,Thousand Island Lake,China,Asia,118.8,30,all birds,77,foraging stratum,foraging stratum,nominal,5,trophic,foraging,NA,NA,NA,literature,local,8 seasons,2-10 seasons,NA,NA,Yes,No,convex hull,functional richness,functional diversity,alpha diversity,environmental drivers,
1943,Ding2013,Ding Z.-F.; Liang J.-C.; Cai J.; Wei L.,2013,Thousand Island Lake,China,Asia,118.8,30,all birds,77,body mass,body mass,continuous,1,morphology,body,NA,NA,related to the resource and/or energy requirements of individuals as well as the impacts of the species on other trophic levels,literature,local,8 seasons,2-10 seasons,NA,NA,Yes,No,minimum spanning tree,functional evenness,functional diversity,alpha diversity,environmental drivers,
1944,Ding2013,Ding Z.-F.; Liang J.-C.; Cai J.; Wei L.,2013,Thousand Island Lake,China,Asia,118.8,30,all birds,77,feeding guild,trophic guild,nominal,4,trophic,diet,NA,NA,NA,literature,local,8 seasons,2-10 seasons,NA,NA,Yes,No,minimum spanning tree,functional evenness,functional diversity,alpha diversity,environmental drivers,
1945,Ding2013,Ding Z.-F.; Liang J.-C.; Cai J.; Wei L.,2013,Thousand Island Lake,China,Asia,118.8,30,all birds,77,foraging behavior,foraging method,nominal,4,trophic,foraging,NA,NA,NA,literature,local,8 seasons,2-10 seasons,NA,NA,Yes,No,minimum spanning tree,functional evenness,functional diversity,alpha diversity,environmental drivers,
1946,Ding2013,Ding Z.-F.; Liang J.-C.; Cai J.; Wei L.,2013,Thousand Island Lake,China,Asia,118.8,30,all birds,77,foraging stratum,foraging stratum,nominal,5,trophic,foraging,NA,NA,NA,literature,local,8 seasons,2-10 seasons,NA,NA,Yes,No,minimum spanning tree,functional evenness,functional diversity,alpha diversity,environmental drivers,
1947,Ding2013,Ding Z.-F.; Liang J.-C.; Cai J.; Wei L.,2013,Thousand Island Lake,China,Asia,118.8,30,all birds,77,body mass,body mass,continuous,1,morphology,body,NA,NA,related to the resource and/or energy requirements of individuals as well as the impacts of the species on other trophic levels,literature,local,8 seasons,2-10 seasons,NA,NA,Yes,No,none,functional divergence,functional diversity,alpha diversity,environmental drivers,
1948,Ding2013,Ding Z.-F.; Liang J.-C.; Cai J.; Wei L.,2013,Thousand Island Lake,China,Asia,118.8,30,all birds,77,feeding guild,trophic guild,nominal,4,trophic,diet,NA,NA,NA,literature,local,8 seasons,2-10 seasons,NA,NA,Yes,No,none,functional divergence,functional diversity,alpha diversity,environmental drivers,
1949,Ding2013,Ding Z.-F.; Liang J.-C.; Cai J.; Wei L.,2013,Thousand Island Lake,China,Asia,118.8,30,all birds,77,foraging behavior,foraging method,nominal,4,trophic,foraging,NA,NA,NA,literature,local,8 seasons,2-10 seasons,NA,NA,Yes,No,none,functional divergence,functional diversity,alpha diversity,environmental drivers,
1950,Ding2013,Ding Z.-F.; Liang J.-C.; Cai J.; Wei L.,2013,Thousand Island Lake,China,Asia,118.8,30,all birds,77,foraging stratum,foraging stratum,nominal,5,trophic,foraging,NA,NA,NA,literature,local,8 seasons,2-10 seasons,NA,NA,Yes,No,none,functional divergence,functional diversity,alpha diversity,environmental drivers,
1951,Ding2021b,"Ding, ZF; Hu, HJ; Cadotte, MW; Liang, JC; Hu, YM; Si, XF",2021,Gyirong Valley,China,Asia,85.39,28.62,breeding resident birds,151,body mass,body mass,continuous,1,morphology,body,NA,NA,"large  birds  require  more  resources,  are  from higher trophic levels, and are more vulnerable to extinction than  smaller  bodied  birds",literature,local,3 seasons,2-10 seasons,NA,NA,Yes,No,none,community-weighted mean,functional composition,NA,community assembly,
1952,Ding2021b,"Ding, ZF; Hu, HJ; Cadotte, MW; Liang, JC; Hu, YM; Si, XF",2021,Gyirong Valley,China,Asia,85.39,28.62,breeding resident birds,151,body mass,body mass,continuous,1,morphology,body,NA,NA,"large  birds  require  more  resources,  are  from higher trophic levels, and are more vulnerable to extinction than  smaller  bodied  birds",literature,local,3 seasons,2-10 seasons,NA,NA,Yes,No,convex hull,functional richness,functional diversity,alpha diversity,community assembly,
1953,Ding2021b,"Ding, ZF; Hu, HJ; Cadotte, MW; Liang, JC; Hu, YM; Si, XF",2021,Gyirong Valley,China,Asia,85.39,28.62,breeding resident birds,151,feeding guild,trophic guild,nominal,4,trophic,diet,NA,NA,"it measures various aspects of resource use, mainly reflecting how birds search for and use food",literature,local,3 seasons,2-10 seasons,NA,NA,Yes,No,convex hull,functional richness,functional diversity,alpha diversity,community assembly,
1954,Ding2021b,"Ding, ZF; Hu, HJ; Cadotte, MW; Liang, JC; Hu, YM; Si, XF",2021,Gyirong Valley,China,Asia,85.39,28.62,breeding resident birds,151,foraging behavior,foraging method,nominal,4,trophic,foraging,NA,NA,"it measures various aspects of resource use, mainly reflecting how birds search for and use food",literature,local,3 seasons,2-10 seasons,NA,NA,Yes,No,convex hull,functional richness,functional diversity,alpha diversity,community assembly,
1955,Ding2021b,"Ding, ZF; Hu, HJ; Cadotte, MW; Liang, JC; Hu, YM; Si, XF",2021,Gyirong Valley,China,Asia,85.39,28.62,breeding resident birds,151,foraging stratum,foraging stratum,nominal,5,trophic,foraging,NA,NA,"it measures various aspects of resource use, mainly reflecting how birds search for and use food",literature,local,3 seasons,2-10 seasons,NA,NA,Yes,No,convex hull,functional richness,functional diversity,alpha diversity,community assembly,
1956,Ding2021b,"Ding, ZF; Hu, HJ; Cadotte, MW; Liang, JC; Hu, YM; Si, XF",2021,Gyirong Valley,China,Asia,85.39,28.62,breeding resident birds,151,body mass,body mass,continuous,1,morphology,body,NA,NA,"large  birds  require  more  resources,  are  from higher trophic levels, and are more vulnerable to extinction than  smaller  bodied  birds",literature,local,3 seasons,2-10 seasons,NA,NA,Yes,No,functional dendrogram,functional diversity,functional diversity,alpha diversity,community assembly,
1957,Ding2021b,"Ding, ZF; Hu, HJ; Cadotte, MW; Liang, JC; Hu, YM; Si, XF",2021,Gyirong Valley,China,Asia,85.39,28.62,breeding resident birds,151,feeding guild,trophic guild,nominal,4,trophic,diet,NA,NA,"it measures various aspects of resource use, mainly reflecting how birds search for and use food",literature,local,3 seasons,2-10 seasons,NA,NA,Yes,No,functional dendrogram,functional diversity,functional diversity,alpha diversity,community assembly,
1958,Ding2021b,"Ding, ZF; Hu, HJ; Cadotte, MW; Liang, JC; Hu, YM; Si, XF",2021,Gyirong Valley,China,Asia,85.39,28.62,breeding resident birds,151,foraging behavior,foraging method,nominal,4,trophic,foraging,NA,NA,"it measures various aspects of resource use, mainly reflecting how birds search for and use food",literature,local,3 seasons,2-10 seasons,NA,NA,Yes,No,functional dendrogram,functional diversity,functional diversity,alpha diversity,community assembly,
1959,Ding2021b,"Ding, ZF; Hu, HJ; Cadotte, MW; Liang, JC; Hu, YM; Si, XF",2021,Gyirong Valley,China,Asia,85.39,28.62,breeding resident birds,151,foraging stratum,foraging stratum,nominal,5,trophic,foraging,NA,NA,"it measures various aspects of resource use, mainly reflecting how birds search for and use food",literature,local,3 seasons,2-10 seasons,NA,NA,Yes,No,functional dendrogram,functional diversity,functional diversity,alpha diversity,community assembly,
1960,Ding2021b,"Ding, ZF; Hu, HJ; Cadotte, MW; Liang, JC; Hu, YM; Si, XF",2021,Gyirong Valley,China,Asia,85.39,28.62,breeding resident birds,151,body mass,body mass,continuous,1,morphology,body,NA,NA,"large  birds  require  more  resources,  are  from higher trophic levels, and are more vulnerable to extinction than  smaller  bodied  birds",literature,local,3 seasons,2-10 seasons,NA,NA,Yes,No,none,mean pairwise trait dissimilarity,functional diversity,alpha diversity,community assembly,
1961,Ding2021b,"Ding, ZF; Hu, HJ; Cadotte, MW; Liang, JC; Hu, YM; Si, XF",2021,Gyirong Valley,China,Asia,85.39,28.62,breeding resident birds,151,feeding guild,trophic guild,nominal,4,trophic,diet,NA,NA,"it measures various aspects of resource use, mainly reflecting how birds search for and use food",literature,local,3 seasons,2-10 seasons,NA,NA,Yes,No,none,mean pairwise trait dissimilarity,functional diversity,alpha diversity,community assembly,
1962,Ding2021b,"Ding, ZF; Hu, HJ; Cadotte, MW; Liang, JC; Hu, YM; Si, XF",2021,Gyirong Valley,China,Asia,85.39,28.62,breeding resident birds,151,foraging behavior,foraging method,nominal,4,trophic,foraging,NA,NA,"it measures various aspects of resource use, mainly reflecting how birds search for and use food",literature,local,3 seasons,2-10 seasons,NA,NA,Yes,No,none,mean pairwise trait dissimilarity,functional diversity,alpha diversity,community assembly,
1963,Ding2021b,"Ding, ZF; Hu, HJ; Cadotte, MW; Liang, JC; Hu, YM; Si, XF",2021,Gyirong Valley,China,Asia,85.39,28.62,breeding resident birds,151,foraging stratum,foraging stratum,nominal,5,trophic,foraging,NA,NA,"it measures various aspects of resource use, mainly reflecting how birds search for and use food",literature,local,3 seasons,2-10 seasons,NA,NA,Yes,No,none,mean pairwise trait dissimilarity,functional diversity,alpha diversity,community assembly,
1964,Diniz2023,"Diniz, PD; Baccaro, FB; Borges, SH",2023,Anavilhanas National Park,Brazil,South America,-61.63,-2.32,all birds,116,body mass,body mass,continuous,1,morphology,body,NA,NA,NA,field measurements,local,5 seasons,2-10 seasons,NA,NA,NA,NA,NA,functional richness,functional diversity,alpha diversity,community assembly,
1965,Diniz2023,"Diniz, PD; Baccaro, FB; Borges, SH",2023,Anavilhanas National Park,Brazil,South America,-61.63,-2.32,all birds,116,wing length,wing length,continuous,1,morphology,wing,NA,NA,NA,field measurements,local,5 seasons,2-10 seasons,NA,NA,NA,NA,convex hull,functional richness,functional diversity,alpha diversity,community assembly,
1966,Diniz2023,"Diniz, PD; Baccaro, FB; Borges, SH",2023,Anavilhanas National Park,Brazil,South America,-61.63,-2.32,all birds,116,tail length,tail length,continuous,1,morphology,tail,NA,NA,NA,field measurements,local,5 seasons,2-10 seasons,NA,NA,NA,NA,convex hull,functional richness,functional diversity,alpha diversity,community assembly,
1967,Diniz2023,"Diniz, PD; Baccaro, FB; Borges, SH",2023,Anavilhanas National Park,Brazil,South America,-61.63,-2.32,all birds,116,bill length,bill length,continuous,1,morphology,bill,NA,NA,NA,field measurements,local,5 seasons,2-10 seasons,NA,NA,NA,NA,convex hull,functional richness,functional diversity,alpha diversity,community assembly,
1968,Diniz2023,"Diniz, PD; Baccaro, FB; Borges, SH",2023,Anavilhanas National Park,Brazil,South America,-61.63,-2.32,all birds,116,diet,diet,nominal,6,trophic,diet,NA,NA,NA,"field observations, literature",local,5 seasons,2-10 seasons,NA,NA,NA,NA,convex hull,functional richness,functional diversity,alpha diversity,community assembly,
1969,Diniz2023,"Diniz, PD; Baccaro, FB; Borges, SH",2023,Anavilhanas National Park,Brazil,South America,-61.63,-2.32,all birds,116,social behavior,sociality,nominal,4,behavior_general,sociality,NA,NA,NA,"field observations, literature",local,5 seasons,2-10 seasons,NA,NA,NA,NA,convex hull,functional richness,functional diversity,alpha diversity,community assembly,
1970,Diniz2023,"Diniz, PD; Baccaro, FB; Borges, SH",2023,Anavilhanas National Park,Brazil,South America,-61.63,-2.32,all birds,116,body mass,body mass,continuous,1,morphology,body,NA,NA,NA,field measurements,local,5 seasons,2-10 seasons,NA,NA,NA,NA,minimum spanning tree,functional evenness,functional diversity,alpha diversity,community assembly,
1971,Diniz2023,"Diniz, PD; Baccaro, FB; Borges, SH",2023,Anavilhanas National Park,Brazil,South America,-61.63,-2.32,all birds,116,wing length,wing length,continuous,1,morphology,wing,NA,NA,NA,field measurements,local,5 seasons,2-10 seasons,NA,NA,NA,NA,minimum spanning tree,functional evenness,functional diversity,alpha diversity,community assembly,
1972,Diniz2023,"Diniz, PD; Baccaro, FB; Borges, SH",2023,Anavilhanas National Park,Brazil,South America,-61.63,-2.32,all birds,116,tail length,tail length,continuous,1,morphology,tail,NA,NA,NA,field measurements,local,5 seasons,2-10 seasons,NA,NA,NA,NA,minimum spanning tree,functional evenness,functional diversity,alpha diversity,community assembly,
1973,Diniz2023,"Diniz, PD; Baccaro, FB; Borges, SH",2023,Anavilhanas National Park,Brazil,South America,-61.63,-2.32,all birds,116,bill length,bill length,continuous,1,morphology,bill,NA,NA,NA,field measurements,local,5 seasons,2-10 seasons,NA,NA,NA,NA,minimum spanning tree,functional evenness,functional diversity,alpha diversity,community assembly,
1974,Diniz2023,"Diniz, PD; Baccaro, FB; Borges, SH",2023,Anavilhanas National Park,Brazil,South America,-61.63,-2.32,all birds,116,diet,diet,nominal,6,trophic,diet,NA,NA,NA,"field observations, literature",local,5 seasons,2-10 seasons,NA,NA,NA,NA,minimum spanning tree,functional evenness,functional diversity,alpha diversity,community assembly,
1975,Diniz2023,"Diniz, PD; Baccaro, FB; Borges, SH",2023,Anavilhanas National Park,Brazil,South America,-61.63,-2.32,all birds,116,social behavior,sociality,nominal,4,behavior_general,sociality,NA,NA,NA,"field observations, literature",local,5 seasons,2-10 seasons,NA,NA,NA,NA,minimum spanning tree,functional evenness,functional diversity,alpha diversity,community assembly,
1976,Diniz2023,"Diniz, PD; Baccaro, FB; Borges, SH",2023,Anavilhanas National Park,Brazil,South America,-61.63,-2.32,all birds,116,body mass,body mass,continuous,1,morphology,body,NA,NA,NA,field measurements,local,5 seasons,2-10 seasons,NA,NA,NA,NA,none,functional divergence,functional diversity,alpha diversity,community assembly,
1977,Diniz2023,"Diniz, PD; Baccaro, FB; Borges, SH",2023,Anavilhanas National Park,Brazil,South America,-61.63,-2.32,all birds,116,wing length,wing length,continuous,1,morphology,wing,NA,NA,NA,field measurements,local,5 seasons,2-10 seasons,NA,NA,NA,NA,none,functional divergence,functional diversity,alpha diversity,community assembly,
1978,Diniz2023,"Diniz, PD; Baccaro, FB; Borges, SH",2023,Anavilhanas National Park,Brazil,South America,-61.63,-2.32,all birds,116,tail length,tail length,continuous,1,morphology,tail,NA,NA,NA,field measurements,local,5 seasons,2-10 seasons,NA,NA,NA,NA,none,functional divergence,functional diversity,alpha diversity,community assembly,
1979,Diniz2023,"Diniz, PD; Baccaro, FB; Borges, SH",2023,Anavilhanas National Park,Brazil,South America,-61.63,-2.32,all birds,116,bill length,bill length,continuous,1,morphology,bill,NA,NA,NA,field measurements,local,5 seasons,2-10 seasons,NA,NA,NA,NA,none,functional divergence,functional diversity,alpha diversity,community assembly,
1980,Diniz2023,"Diniz, PD; Baccaro, FB; Borges, SH",2023,Anavilhanas National Park,Brazil,South America,-61.63,-2.32,all birds,116,diet,diet,nominal,6,trophic,diet,NA,NA,NA,"field observations, literature",local,5 seasons,2-10 seasons,NA,NA,NA,NA,none,functional divergence,functional diversity,alpha diversity,community assembly,
1981,Diniz2023,"Diniz, PD; Baccaro, FB; Borges, SH",2023,Anavilhanas National Park,Brazil,South America,-61.63,-2.32,all birds,116,social behavior,sociality,nominal,4,behavior_general,sociality,NA,NA,NA,"field observations, literature",local,5 seasons,2-10 seasons,NA,NA,NA,NA,none,functional divergence,functional diversity,alpha diversity,community assembly,
1982,Diniz2023,"Diniz, PD; Baccaro, FB; Borges, SH",2023,Anavilhanas National Park,Brazil,South America,-61.63,-2.32,all birds,116,body mass,body mass,continuous,1,morphology,body,NA,NA,NA,field measurements,local,5 seasons,2-10 seasons,NA,NA,NA,NA,none,functional dispersion,functional diversity,alpha diversity,community assembly,
1983,Diniz2023,"Diniz, PD; Baccaro, FB; Borges, SH",2023,Anavilhanas National Park,Brazil,South America,-61.63,-2.32,all birds,116,wing length,wing length,continuous,1,morphology,wing,NA,NA,NA,field measurements,local,5 seasons,2-10 seasons,NA,NA,NA,NA,none,functional dispersion,functional diversity,alpha diversity,community assembly,
1984,Diniz2023,"Diniz, PD; Baccaro, FB; Borges, SH",2023,Anavilhanas National Park,Brazil,South America,-61.63,-2.32,all birds,116,tail length,tail length,continuous,1,morphology,tail,NA,NA,NA,field measurements,local,5 seasons,2-10 seasons,NA,NA,NA,NA,none,functional dispersion,functional diversity,alpha diversity,community assembly,
1985,Diniz2023,"Diniz, PD; Baccaro, FB; Borges, SH",2023,Anavilhanas National Park,Brazil,South America,-61.63,-2.32,all birds,116,bill length,bill length,continuous,1,morphology,bill,NA,NA,NA,field measurements,local,5 seasons,2-10 seasons,NA,NA,NA,NA,none,functional dispersion,functional diversity,alpha diversity,community assembly,
1986,Diniz2023,"Diniz, PD; Baccaro, FB; Borges, SH",2023,Anavilhanas National Park,Brazil,South America,-61.63,-2.32,all birds,116,diet,diet,nominal,6,trophic,diet,NA,NA,NA,"field observations, literature",local,5 seasons,2-10 seasons,NA,NA,NA,NA,none,functional dispersion,functional diversity,alpha diversity,community assembly,
1987,Diniz2023,"Diniz, PD; Baccaro, FB; Borges, SH",2023,Anavilhanas National Park,Brazil,South America,-61.63,-2.32,all birds,116,social behavior,sociality,nominal,4,behavior_general,sociality,NA,NA,NA,"field observations, literature",local,5 seasons,2-10 seasons,NA,NA,NA,NA,none,functional dispersion,functional diversity,alpha diversity,community assembly,
1988,Docherty2020,"Docherty, TDS; Hethcoat, MG; MacTavish, LM; MacTavish, D; Dell, S; Stephens, PA; Willis, SG",2020,Pilanesberg National Park,South Africa,Africa,27.1,-25.24,all birds,213,foraging strategy,diet,nominal,7,trophic,foraging,NA,NA,"Diet or foraging strategy can affect all aspects of resource use, including seed dispersal, pollination, carcass and waste disposal, predation, nutrient cycling, and invertebrate populations. Birds with specialized diets are often more sensitive to  disturbance",literature,local,2 seasons,2-10 seasons,NA,NA,NA,NA,convex hull,functional richness,functional diversity,alpha diversity,management,
1989,Docherty2020,"Docherty, TDS; Hethcoat, MG; MacTavish, LM; MacTavish, D; Dell, S; Stephens, PA; Willis, SG",2020,Pilanesberg National Park,South Africa,Africa,27.1,-25.24,all birds,213,foraging substrate,foraging substrate,nominal,3,trophic,foraging,NA,NA,Primary foraging location limits and concentrates a species' resource use. Foraging substrate is influenced by disturbance particularly when feeding is related to vegetation structure,literature,local,2 seasons,2-10 seasons,NA,NA,NA,NA,convex hull,functional richness,functional diversity,alpha diversity,management,
1990,Docherty2020,"Docherty, TDS; Hethcoat, MG; MacTavish, LM; MacTavish, D; Dell, S; Stephens, PA; Willis, SG",2020,Pilanesberg National Park,South Africa,Africa,27.1,-25.24,all birds,213,foraging behavior,foraging method,multichoice,8,trophic,foraging,NA,NA,Species may have one or more method for foraging (e.g. catching prey in the air and in the ground). Species with specialized strategies are likely to be more affected by disturbance. ,literature,local,2 seasons,2-10 seasons,NA,NA,NA,NA,convex hull,functional richness,functional diversity,alpha diversity,management,
1991,Docherty2020,"Docherty, TDS; Hethcoat, MG; MacTavish, LM; MacTavish, D; Dell, S; Stephens, PA; Willis, SG",2020,Pilanesberg National Park,South Africa,Africa,27.1,-25.24,all birds,213,habitat use,habitat type,nominal,7,habitat,habitat_type,NA,NA,Primary habitat requirements constrain a species resource uses and other ecological processes such as nutrient cycling.,literature,local,2 seasons,2-10 seasons,NA,NA,NA,NA,convex hull,functional richness,functional diversity,alpha diversity,management,
1992,Docherty2020,"Docherty, TDS; Hethcoat, MG; MacTavish, LM; MacTavish, D; Dell, S; Stephens, PA; Willis, SG",2020,Pilanesberg National Park,South Africa,Africa,27.1,-25.24,all birds,213,habitat breadth,habitat breadth,continuous,1,habitat,habitat_breadth,NA,NA,Species with low values are thought to be specialists increasing their sensitivity to disturbance,literature,local,2 seasons,2-10 seasons,NA,NA,NA,NA,convex hull,functional richness,functional diversity,alpha diversity,management,
1993,Docherty2020,"Docherty, TDS; Hethcoat, MG; MacTavish, LM; MacTavish, D; Dell, S; Stephens, PA; Willis, SG",2020,Pilanesberg National Park,South Africa,Africa,27.1,-25.24,all birds,213,mating behavior,mating system,nominal,6,life_history,reproduction,NA,NA,Habitat disturbance and change is known to influence or disrupt social behaviours such as pair forming or cooperative breeding.,literature,local,2 seasons,2-10 seasons,NA,NA,NA,NA,convex hull,functional richness,functional diversity,alpha diversity,management,
1994,Docherty2020,"Docherty, TDS; Hethcoat, MG; MacTavish, LM; MacTavish, D; Dell, S; Stephens, PA; Willis, SG",2020,Pilanesberg National Park,South Africa,Africa,27.1,-25.24,all birds,213,clutch size,clutch size,continuous,1,life_history,reproduction,NA,NA,Low clutch sizes may be more sensitive to disturbance,literature,local,2 seasons,2-10 seasons,NA,NA,NA,NA,convex hull,functional richness,functional diversity,alpha diversity,management,
1995,Docherty2020,"Docherty, TDS; Hethcoat, MG; MacTavish, LM; MacTavish, D; Dell, S; Stephens, PA; Willis, SG",2020,Pilanesberg National Park,South Africa,Africa,27.1,-25.24,all birds,213,nest site,nesting substrate,nominal,6,life_history,reproduction,NA,NA,Nesting location or strategy can make a species vulnerable to disturbance and can concentrate resource use and nutrient cycling to one area. Cavity nesters are ecosystem engineers.,literature,local,2 seasons,2-10 seasons,NA,NA,NA,NA,convex hull,functional richness,functional diversity,alpha diversity,management,
1996,Docherty2020,"Docherty, TDS; Hethcoat, MG; MacTavish, LM; MacTavish, D; Dell, S; Stephens, PA; Willis, SG",2020,Pilanesberg National Park,South Africa,Africa,27.1,-25.24,all birds,213,migratory status,migratory status,nominal,5,dispersal,migration,NA,NA,"Related to wing length to body mass ratio, metabolic rates and annual resource use and functional contributions to an ecosystem. Can influence broad scale nutrient cycling and resource use.",literature,local,2 seasons,2-10 seasons,NA,NA,NA,NA,convex hull,functional richness,functional diversity,alpha diversity,management,
1997,Docherty2020,"Docherty, TDS; Hethcoat, MG; MacTavish, LM; MacTavish, D; Dell, S; Stephens, PA; Willis, SG",2020,Pilanesberg National Park,South Africa,Africa,27.1,-25.24,all birds,213,bill length,bill length,continuous,1,morphology,bill,NA,NA,"Effects the type of food a bird consumes. Influences the manipulation of seeds and fruits, the size of seed or prey, as well as nectar or insect feeding.
",literature,local,2 seasons,2-10 seasons,NA,NA,NA,NA,convex hull,functional richness,functional diversity,alpha diversity,management,
1998,Docherty2020,"Docherty, TDS; Hethcoat, MG; MacTavish, LM; MacTavish, D; Dell, S; Stephens, PA; Willis, SG",2020,Pilanesberg National Park,South Africa,Africa,27.1,-25.24,all birds,213,wing length/body mass,wing length,continuous,1,morphology,wing,NA,NA,"It relates to life span, foraging behaviour,  and home range size. Affects dispersal ability which affects nutrient cycling, seed dispersal and resource use. Species with limited mobility may be associated with more heterogeneous areas (which provide more diverse foraging and nesting  opportunities) because their requirements  need to be met within a small area.",literature,local,2 seasons,2-10 seasons,NA,NA,NA,NA,convex hull,functional richness,functional diversity,alpha diversity,management,
1999,Docherty2020,"Docherty, TDS; Hethcoat, MG; MacTavish, LM; MacTavish, D; Dell, S; Stephens, PA; Willis, SG",2020,Pilanesberg National Park,South Africa,Africa,27.1,-25.24,all birds,213,foraging strategy,diet,nominal,7,trophic,foraging,NA,NA,"Diet or foraging strategy can affect all aspects of resource use, including seed dispersal, pollination, carcass and waste disposal, predation, nutrient cycling, and invertebrate populations. Birds with specialized diets are often more sensitive to  disturbance",literature,local,2 seasons,2-10 seasons,NA,NA,NA,NA,minimum spanning tree,functional evenness,functional diversity,alpha diversity,management,
2000,Docherty2020,"Docherty, TDS; Hethcoat, MG; MacTavish, LM; MacTavish, D; Dell, S; Stephens, PA; Willis, SG",2020,Pilanesberg National Park,South Africa,Africa,27.1,-25.24,all birds,213,foraging substrate,foraging substrate,nominal,3,trophic,foraging,NA,NA,Primary foraging location limits and concentrates a species' resource use. Foraging substrate is influenced by disturbance particularly when feeding is related to vegetation structure,literature,local,2 seasons,2-10 seasons,NA,NA,NA,NA,minimum spanning tree,functional evenness,functional diversity,alpha diversity,management,
2001,Docherty2020,"Docherty, TDS; Hethcoat, MG; MacTavish, LM; MacTavish, D; Dell, S; Stephens, PA; Willis, SG",2020,Pilanesberg National Park,South Africa,Africa,27.1,-25.24,all birds,213,foraging behavior,foraging method,multichoice,8,trophic,foraging,NA,NA,Species may have one or more method for foraging (e.g. catching prey in the air and in the ground). Species with specialized strategies are likely to be more affected by disturbance. ,literature,local,2 seasons,2-10 seasons,NA,NA,NA,NA,minimum spanning tree,functional evenness,functional diversity,alpha diversity,management,
