rowID,studyID,authors,year,locality,country,continent,longitude,latitude,group,nspecies,trait,trait_synonym,variable_type,number_of_categories,trait_level1,trait_level2,trait_weight,trait_type,functional_significance,trait_source,spatial_extent,temporal_scale,temporal_scale_category,ITV,detection,trait_completeness,trait_imputation,trait_space_estimation,functional_metric,main_metric_group,metric_subgroup,topic_covered,comments
6995,Remes2018,"Remes, V; Harmácková, L",2018,NA,Australia,Oceania,NA,NA,all birds,536,diet,diet,fuzzy,8,trophic,diet,NA,NA,NA,literature,regional,NA,unknown,NA,NA,Yes,No,none,functional divergence,functional diversity,alpha diversity,environmental drivers,
6996,Remes2018,"Remes, V; Harmácková, L",2018,NA,Australia,Oceania,NA,NA,all birds,536,foraging substrate,foraging substrate,fuzzy,4,trophic,foraging,NA,NA,NA,literature,regional,NA,unknown,NA,NA,Yes,No,none,functional divergence,functional diversity,alpha diversity,environmental drivers,
6997,Remes2018,"Remes, V; Harmácková, L",2018,NA,Australia,Oceania,NA,NA,all birds,536,body mass,body mass,continuous,1,morphology,body,NA,NA,NA,literature,regional,NA,unknown,NA,NA,Yes,No,none,functional divergence,functional diversity,alpha diversity,environmental drivers,
6998,Remes2018,"Remes, V; Harmácková, L",2018,NA,Australia,Oceania,NA,NA,all birds,536,wing length,wing length,continuous,1,morphology,wing,NA,NA,NA,literature,regional,NA,unknown,NA,NA,Yes,No,none,functional divergence,functional diversity,alpha diversity,environmental drivers,
6999,Remes2018,"Remes, V; Harmácková, L",2018,NA,Australia,Oceania,NA,NA,all birds,536,tarsus length,tarsus length,continuous,1,morphology,tarsus,NA,NA,NA,literature,regional,NA,unknown,NA,NA,Yes,No,none,functional divergence,functional diversity,alpha diversity,environmental drivers,
7000,Remes2018,"Remes, V; Harmácková, L",2018,NA,Australia,Oceania,NA,NA,all birds,536,tail length,tail length,continuous,1,morphology,tail,NA,NA,NA,literature,regional,NA,unknown,NA,NA,Yes,No,none,functional divergence,functional diversity,alpha diversity,environmental drivers,
7001,Remes2018,"Remes, V; Harmácková, L",2018,NA,Australia,Oceania,NA,NA,all birds,536,bill length,bill length,continuous,1,morphology,bill,NA,NA,NA,literature,regional,NA,unknown,NA,NA,Yes,No,none,functional divergence,functional diversity,alpha diversity,environmental drivers,
7002,Remes2021,"Remes, V; Remesová, E; Friedman, NR; Matysioková, B; Rubácová, L",2021,NA,Australia,Oceania,NA,NA,Passeriformes,111,bill length,bill length,continuous,1,morphology,bill,NA,NA,NA,museum measurements,regional,NA,unknown,NA,NA,Yes,No,hypervolume,functional richness,functional diversity,alpha diversity,environmental drivers,
7003,Remes2021,"Remes, V; Remesová, E; Friedman, NR; Matysioková, B; Rubácová, L",2021,NA,Australia,Oceania,NA,NA,Passeriformes,111,bill width,bill width,continuous,1,morphology,bill,NA,NA,NA,museum measurements,regional,NA,unknown,NA,NA,Yes,No,hypervolume,functional richness,functional diversity,alpha diversity,environmental drivers,
7004,Remes2021,"Remes, V; Remesová, E; Friedman, NR; Matysioková, B; Rubácová, L",2021,NA,Australia,Oceania,NA,NA,Passeriformes,111,bill depth,bill depth,continuous,1,morphology,bill,NA,NA,NA,museum measurements,regional,NA,unknown,NA,NA,Yes,No,hypervolume,functional richness,functional diversity,alpha diversity,environmental drivers,
7005,Remes2021,"Remes, V; Remesová, E; Friedman, NR; Matysioková, B; Rubácová, L",2021,NA,Australia,Oceania,NA,NA,Passeriformes,111,wing length,wing length,continuous,1,morphology,wing,NA,NA,NA,museum measurements,regional,NA,unknown,NA,NA,Yes,No,hypervolume,functional richness,functional diversity,alpha diversity,environmental drivers,
7006,Remes2021,"Remes, V; Remesová, E; Friedman, NR; Matysioková, B; Rubácová, L",2021,NA,Australia,Oceania,NA,NA,Passeriformes,111,tarsus length,tarsus length,continuous,1,morphology,tarsus,NA,NA,NA,museum measurements,regional,NA,unknown,NA,NA,Yes,No,hypervolume,functional richness,functional diversity,alpha diversity,environmental drivers,
7007,Remes2021,"Remes, V; Remesová, E; Friedman, NR; Matysioková, B; Rubácová, L",2021,NA,Australia,Oceania,NA,NA,Passeriformes,111,tail length,tail length,continuous,1,morphology,tail,NA,NA,NA,museum measurements,regional,NA,unknown,NA,NA,Yes,No,hypervolume,functional richness,functional diversity,alpha diversity,environmental drivers,
7008,Remes2021,"Remes, V; Remesová, E; Friedman, NR; Matysioková, B; Rubácová, L",2021,NA,Australia,Oceania,NA,NA,Passeriformes,111,body mass,body mass,continuous,1,morphology,body,NA,NA,NA,literature,regional,NA,unknown,NA,NA,Yes,No,hypervolume,functional richness,functional diversity,alpha diversity,environmental drivers,
7009,Remes2021,"Remes, V; Remesová, E; Friedman, NR; Matysioková, B; Rubácová, L",2021,NA,Australia,Oceania,NA,NA,Passeriformes,111,foraging method,foraging method,fuzzy,8,trophic,foraging,NA,NA,NA,field observations,regional,NA,unknown,NA,NA,Yes,No,hypervolume,functional richness,functional diversity,alpha diversity,environmental drivers,
7010,Remes2021,"Remes, V; Remesová, E; Friedman, NR; Matysioková, B; Rubácová, L",2021,NA,Australia,Oceania,NA,NA,Passeriformes,111,main foraging substrate,foraging substrate,fuzzy,8,trophic,foraging,NA,NA,NA,field observations,regional,NA,unknown,NA,NA,Yes,No,hypervolume,functional richness,functional diversity,alpha diversity,environmental drivers,
7011,Remes2021,"Remes, V; Remesová, E; Friedman, NR; Matysioková, B; Rubácová, L",2021,NA,Australia,Oceania,NA,NA,Passeriformes,111,fine foraging substrate,foraging substrate,fuzzy,17,trophic,foraging,NA,NA,NA,field observations,regional,NA,unknown,NA,NA,Yes,No,hypervolume,functional richness,functional diversity,alpha diversity,environmental drivers,
7012,Remes2021,"Remes, V; Remesová, E; Friedman, NR; Matysioková, B; Rubácová, L",2021,NA,Australia,Oceania,NA,NA,Passeriformes,111,distance from plant stem,distance from plant stem,fuzzy,4,trophic,foraging,NA,NA,NA,field observations,regional,NA,unknown,NA,NA,Yes,No,hypervolume,functional richness,functional diversity,alpha diversity,environmental drivers,
7013,Remes2021,"Remes, V; Remesová, E; Friedman, NR; Matysioková, B; Rubácová, L",2021,NA,Australia,Oceania,NA,NA,Passeriformes,111,folliage density,folliage density,fuzzy,3,trophic,foraging,NA,NA,NA,field observations,regional,NA,unknown,NA,NA,Yes,No,hypervolume,functional richness,functional diversity,alpha diversity,environmental drivers,
7014,Remes2021,"Remes, V; Remesová, E; Friedman, NR; Matysioková, B; Rubácová, L",2021,NA,Australia,Oceania,NA,NA,Passeriformes,111,bill length,bill length,continuous,1,morphology,bill,NA,NA,NA,museum measurements,regional,NA,unknown,NA,NA,Yes,No,hypervolume,functional evenness,functional diversity,alpha diversity,environmental drivers,
7015,Remes2021,"Remes, V; Remesová, E; Friedman, NR; Matysioková, B; Rubácová, L",2021,NA,Australia,Oceania,NA,NA,Passeriformes,111,bill width,bill width,continuous,1,morphology,bill,NA,NA,NA,museum measurements,regional,NA,unknown,NA,NA,Yes,No,hypervolume,functional evenness,functional diversity,alpha diversity,environmental drivers,
7016,Remes2021,"Remes, V; Remesová, E; Friedman, NR; Matysioková, B; Rubácová, L",2021,NA,Australia,Oceania,NA,NA,Passeriformes,111,bill depth,bill depth,continuous,1,morphology,bill,NA,NA,NA,museum measurements,regional,NA,unknown,NA,NA,Yes,No,hypervolume,functional evenness,functional diversity,alpha diversity,environmental drivers,
7017,Remes2021,"Remes, V; Remesová, E; Friedman, NR; Matysioková, B; Rubácová, L",2021,NA,Australia,Oceania,NA,NA,Passeriformes,111,wing length,wing length,continuous,1,morphology,wing,NA,NA,NA,museum measurements,regional,NA,unknown,NA,NA,Yes,No,hypervolume,functional evenness,functional diversity,alpha diversity,environmental drivers,
7018,Remes2021,"Remes, V; Remesová, E; Friedman, NR; Matysioková, B; Rubácová, L",2021,NA,Australia,Oceania,NA,NA,Passeriformes,111,tarsus length,tarsus length,continuous,1,morphology,tarsus,NA,NA,NA,museum measurements,regional,NA,unknown,NA,NA,Yes,No,hypervolume,functional evenness,functional diversity,alpha diversity,environmental drivers,
7019,Remes2021,"Remes, V; Remesová, E; Friedman, NR; Matysioková, B; Rubácová, L",2021,NA,Australia,Oceania,NA,NA,Passeriformes,111,tail length,tail length,continuous,1,morphology,tail,NA,NA,NA,museum measurements,regional,NA,unknown,NA,NA,Yes,No,hypervolume,functional evenness,functional diversity,alpha diversity,environmental drivers,
7020,Remes2021,"Remes, V; Remesová, E; Friedman, NR; Matysioková, B; Rubácová, L",2021,NA,Australia,Oceania,NA,NA,Passeriformes,111,body mass,body mass,continuous,1,morphology,body,NA,NA,NA,literature,regional,NA,unknown,NA,NA,Yes,No,hypervolume,functional evenness,functional diversity,alpha diversity,environmental drivers,
7021,Remes2021,"Remes, V; Remesová, E; Friedman, NR; Matysioková, B; Rubácová, L",2021,NA,Australia,Oceania,NA,NA,Passeriformes,111,foraging method,foraging method,fuzzy,8,trophic,foraging,NA,NA,NA,field observations,regional,NA,unknown,NA,NA,Yes,No,hypervolume,functional evenness,functional diversity,alpha diversity,environmental drivers,
7022,Remes2021,"Remes, V; Remesová, E; Friedman, NR; Matysioková, B; Rubácová, L",2021,NA,Australia,Oceania,NA,NA,Passeriformes,111,main foraging substrate,foraging substrate,fuzzy,8,trophic,foraging,NA,NA,NA,field observations,regional,NA,unknown,NA,NA,Yes,No,hypervolume,functional evenness,functional diversity,alpha diversity,environmental drivers,
7023,Remes2021,"Remes, V; Remesová, E; Friedman, NR; Matysioková, B; Rubácová, L",2021,NA,Australia,Oceania,NA,NA,Passeriformes,111,fine foraging substrate,foraging substrate,fuzzy,17,trophic,foraging,NA,NA,NA,field observations,regional,NA,unknown,NA,NA,Yes,No,hypervolume,functional evenness,functional diversity,alpha diversity,environmental drivers,
7024,Remes2021,"Remes, V; Remesová, E; Friedman, NR; Matysioková, B; Rubácová, L",2021,NA,Australia,Oceania,NA,NA,Passeriformes,111,distance from plant stem,distance from plant stem,fuzzy,4,trophic,foraging,NA,NA,NA,field observations,regional,NA,unknown,NA,NA,Yes,No,hypervolume,functional evenness,functional diversity,alpha diversity,environmental drivers,
7025,Remes2021,"Remes, V; Remesová, E; Friedman, NR; Matysioková, B; Rubácová, L",2021,NA,Australia,Oceania,NA,NA,Passeriformes,111,folliage density,folliage density,fuzzy,3,trophic,foraging,NA,NA,NA,field observations,regional,NA,unknown,NA,NA,Yes,No,hypervolume,functional evenness,functional diversity,alpha diversity,environmental drivers,
7026,Remes2021,"Remes, V; Remesová, E; Friedman, NR; Matysioková, B; Rubácová, L",2021,NA,Australia,Oceania,NA,NA,Passeriformes,111,bill length,bill length,continuous,1,morphology,bill,NA,NA,NA,museum measurements,regional,NA,unknown,NA,NA,Yes,No,hypervolume,functional divergence,functional diversity,alpha diversity,environmental drivers,
7027,Remes2021,"Remes, V; Remesová, E; Friedman, NR; Matysioková, B; Rubácová, L",2021,NA,Australia,Oceania,NA,NA,Passeriformes,111,bill width,bill width,continuous,1,morphology,bill,NA,NA,NA,museum measurements,regional,NA,unknown,NA,NA,Yes,No,hypervolume,functional divergence,functional diversity,alpha diversity,environmental drivers,
7028,Remes2021,"Remes, V; Remesová, E; Friedman, NR; Matysioková, B; Rubácová, L",2021,NA,Australia,Oceania,NA,NA,Passeriformes,111,bill depth,bill depth,continuous,1,morphology,bill,NA,NA,NA,museum measurements,regional,NA,unknown,NA,NA,Yes,No,hypervolume,functional divergence,functional diversity,alpha diversity,environmental drivers,
7029,Remes2021,"Remes, V; Remesová, E; Friedman, NR; Matysioková, B; Rubácová, L",2021,NA,Australia,Oceania,NA,NA,Passeriformes,111,wing length,wing length,continuous,1,morphology,wing,NA,NA,NA,museum measurements,regional,NA,unknown,NA,NA,Yes,No,hypervolume,functional divergence,functional diversity,alpha diversity,environmental drivers,
7030,Remes2021,"Remes, V; Remesová, E; Friedman, NR; Matysioková, B; Rubácová, L",2021,NA,Australia,Oceania,NA,NA,Passeriformes,111,tarsus length,tarsus length,continuous,1,morphology,tarsus,NA,NA,NA,museum measurements,regional,NA,unknown,NA,NA,Yes,No,hypervolume,functional divergence,functional diversity,alpha diversity,environmental drivers,
7031,Remes2021,"Remes, V; Remesová, E; Friedman, NR; Matysioková, B; Rubácová, L",2021,NA,Australia,Oceania,NA,NA,Passeriformes,111,tail length,tail length,continuous,1,morphology,tail,NA,NA,NA,museum measurements,regional,NA,unknown,NA,NA,Yes,No,hypervolume,functional divergence,functional diversity,alpha diversity,environmental drivers,
7032,Remes2021,"Remes, V; Remesová, E; Friedman, NR; Matysioková, B; Rubácová, L",2021,NA,Australia,Oceania,NA,NA,Passeriformes,111,body mass,body mass,continuous,1,morphology,body,NA,NA,NA,literature,regional,NA,unknown,NA,NA,Yes,No,hypervolume,functional divergence,functional diversity,alpha diversity,environmental drivers,
7033,Remes2021,"Remes, V; Remesová, E; Friedman, NR; Matysioková, B; Rubácová, L",2021,NA,Australia,Oceania,NA,NA,Passeriformes,111,foraging method,foraging method,fuzzy,8,trophic,foraging,NA,NA,NA,field observations,regional,NA,unknown,NA,NA,Yes,No,hypervolume,functional divergence,functional diversity,alpha diversity,environmental drivers,
7034,Remes2021,"Remes, V; Remesová, E; Friedman, NR; Matysioková, B; Rubácová, L",2021,NA,Australia,Oceania,NA,NA,Passeriformes,111,main foraging substrate,foraging substrate,fuzzy,8,trophic,foraging,NA,NA,NA,field observations,regional,NA,unknown,NA,NA,Yes,No,hypervolume,functional divergence,functional diversity,alpha diversity,environmental drivers,
